class,subclass,PrXs,pid,marketloss,share,freq,duration
Marine Hull,IV,Excess,MH_iv_1984,93484.78261,0.046,3,0.996577687
Marine Hull,IV,Excess,MH_iv_1984,1494615.87,0.046,3,0.996577687
Marine Hull,IV,Excess,MH_iv_1984,5750,0.046,3,0.996577687
Marine Hull,IV,Excess,MH_iv_1984,27150.38913,0.046,3,0.996577687
Marine Hull,IV,Excess,MH_iv_1984,12778475.22,0.046,3,0.996577687
Marine Hull,IV,Excess,MH_iv_1001,5000.49999,0.050001,1,0.996577687
Marine Hull,IV,Primary,MH_iv_1850,21753.84615,0.06279,3,0.996577687
Marine Hull,IV,Primary,MH_iv_1850,15609.30721,0.06279,3,0.996577687
Marine Hull,IV,Primary,MH_iv_1850,68245.82099,0.06279,3,0.996577687
Marine Hull,IV,Primary,MH_iv_1185,98667.27721,0.054999998,1,0.996577687
Marine Hull,IV,Primary,MH_iv_1546,325000,0.075,1,0.996577687
Marine Hull,IV,Primary,MH_iv_1012,19070.9958,0.3334,2,0.996577687
Marine Hull,IV,Primary,MH_iv_1012,808.3983203,0.3334,2,0.996577687
Marine Hull,IV,Primary,MH_iv_1200,10547.91429,0.35,5,0.996577687
Marine Hull,IV,Primary,MH_iv_1200,64021.91429,0.35,5,0.996577687
Marine Hull,IV,Primary,MH_iv_1200,8373.485714,0.35,5,0.996577687
Marine Hull,IV,Primary,MH_iv_1200,29902.4,0.35,5,0.996577687
Marine Hull,IV,Primary,MH_iv_1200,197595.8,0.35,5,0.996577687
Marine Hull,IV,Primary,MH_iv_1386,37734.6,0.35,2,0.999315537
Marine Hull,IV,Primary,MH_iv_1386,551459.4286,0.35,2,0.999315537
Marine Hull,IV,Primary,MH_iv_1575,150972.4,0.35,1,1.045859001
Marine Hull,IV,Primary,MH_iv_1859,50025,0.35,7,1.04312115
Marine Hull,IV,Primary,MH_iv_1859,901.1428571,0.35,7,1.04312115
Marine Hull,IV,Primary,MH_iv_1859,13187.8,0.35,7,1.04312115
Marine Hull,IV,Primary,MH_iv_1859,63900,0.35,7,1.04312115
Marine Hull,IV,Primary,MH_iv_1859,124405.7143,0.35,7,1.04312115
Marine Hull,IV,Primary,MH_iv_1859,81716.02857,0.35,7,1.04312115
Marine Hull,IV,Primary,MH_iv_1859,6929.257143,0.35,7,1.04312115
Marine Hull,IV,Excess,MH_iv_1053,1371.3,0.1,1,0.996577687
Marine Hull,IV,Primary,MH_iv_1491,210563.9231,0.081731,1,0.996577687
Marine Hull,IV,Primary,MH_iv_1735,131334.7413,0.077084,1,0.996577687
Marine Hull,IV,Primary,MH_iv_1735,1284076.981,0.077084,1,0.996577687
Marine Hull,IV,Primary,MH_iv_1110,1756.074706,0.015474,1,1.497604381
Marine Hull,IV,Excess,MH_iv_1142,10235.29805,0.082353,2,0.996577687
Marine Hull,IV,Excess,MH_iv_1142,11371.86016,0.082353,2,0.996577687
Marine Hull,IV,Excess,MH_iv_1142,1459142.836,0.082353,2,0.996577687
Marine Hull,IV,Excess,MH_iv_1149,10089499.82,0.02000004,3,0.996577687
Marine Hull,IV,Excess,MH_iv_1149,100254.7995,0.02000004,3,0.996577687
Marine Hull,IV,Excess,MH_iv_1149,1841317.317,0.02000004,3,0.996577687
Marine Hull,IV,Excess,MH_iv_1149,1049749.901,0.02000004,3,0.996577687
Marine Hull,IV,Excess,MH_iv_1149,47157.40569,0.02000004,3,0.996577687
Marine Hull,IV,Excess,MH_iv_1149,414734.1705,0.02000004,3,0.996577687
Marine Hull,IV,Excess,MH_iv_1149,25280.87944,0.02000004,3,0.996577687
Marine Hull,IV,Excess,MH_iv_1339,99071.68637,0.028636335,3,0.999315537
Marine Hull,IV,Excess,MH_iv_1339,478683.812,0.028636335,3,0.999315537
Marine Hull,IV,Excess,MH_iv_1339,43978.70049,0.028636335,3,0.999315537
Marine Hull,IV,Excess,MH_iv_1339,42275.66132,0.028636335,3,0.999315537
Marine Hull,IV,Excess,MH_iv_1339,4501521.93,0.028636335,3,0.999315537
Marine Hull,IV,Excess,MH_iv_1339,245447.2613,0.028636335,3,0.999315537
Marine Hull,IV,Excess,MH_iv_1339,1252.6603,0.028636335,3,0.999315537
Marine Hull,IV,Excess,MH_iv_1339,41215.12058,0.028636335,3,0.999315537
Marine Hull,IV,Excess,MH_iv_1514,38555.14595,0.045735,1,1.248459959
Marine Hull,IV,Excess,MH_iv_1192,11389944.67,0.06,1,0.996577687
Marine Hull,IV,Primary,MH_iv_1493,191336.66,0.05,1,1.500342231
Marine Hull,IV,Primary,MH_iv_1231,7294.095824,0.037736,7,0.996577687
Marine Hull,IV,Primary,MH_iv_1231,1270.290969,0.037736,7,0.996577687
Marine Hull,IV,Primary,MH_iv_1231,1879.372483,0.037736,7,0.996577687
Marine Hull,IV,Primary,MH_iv_1231,2344.180623,0.037736,7,0.996577687
Marine Hull,IV,Primary,MH_iv_1231,4104.038584,0.037736,7,0.996577687
Marine Hull,IV,Primary,MH_iv_1231,6299.819801,0.037736,7,0.996577687
Marine Hull,IV,Primary,MH_iv_1231,397.49841,0.037736,7,0.996577687
Marine Hull,IV,Primary,MH_iv_1414,5089.429494,0.041209,7,0.999315537
Marine Hull,IV,Primary,MH_iv_1414,12274.50314,0.041209,7,0.999315537
Marine Hull,IV,Primary,MH_iv_1414,7808.003106,0.041209,7,0.999315537
Marine Hull,IV,Primary,MH_iv_1414,2137.494237,0.041209,7,0.999315537
Marine Hull,IV,Primary,MH_iv_1414,624.8635007,0.041209,7,0.999315537
Marine Hull,IV,Primary,MH_iv_1414,3135.128249,0.041209,7,0.999315537
Marine Hull,IV,Primary,MH_iv_1414,80.56492514,0.041209,7,0.999315537
Marine Hull,IV,Primary,MH_iv_1608,6832.002718,0.041209,5,0.996577687
Marine Hull,IV,Primary,MH_iv_1608,767.9511757,0.041209,5,0.996577687
Marine Hull,IV,Primary,MH_iv_1608,643.5608726,0.041209,5,0.996577687
Marine Hull,IV,Primary,MH_iv_1608,2777.305928,0.041209,5,0.996577687
Marine Hull,IV,Primary,MH_iv_1608,18940.93281,0.041209,5,0.996577687
Marine Hull,IV,Primary,MH_iv_1874,55014.84329,0.041096,6,0.996577687
Marine Hull,IV,Primary,MH_iv_1874,217.7146194,0.041096,6,0.996577687
Marine Hull,IV,Primary,MH_iv_1874,3118.296185,0.041096,6,0.996577687
Marine Hull,IV,Primary,MH_iv_1874,1332.003115,0.041096,6,0.996577687
Marine Hull,IV,Primary,MH_iv_1874,5419.018883,0.041096,6,0.996577687
Marine Hull,IV,Primary,MH_iv_1874,13969.72941,0.041096,6,0.996577687
Marine Hull,IV,Primary,MH_iv_1609,84469.11111,0.045,1,0.996577687
Marine Hull,IV,Primary,MH_iv_1253,12000000,0.032598,1,0.999315537
Marine Hull,IV,Excess,MH_iv_1276,213416.7171,0.05000016,3,0.999315537
Marine Hull,IV,Excess,MH_iv_1276,373864.8036,0.05000016,3,0.999315537
Marine Hull,IV,Excess,MH_iv_1276,32991.49443,0.05000016,3,0.999315537
Marine Hull,IV,Primary,MH_iv_1328,262500.0389,0.0642862,1,0.999315537
Marine Hull,IV,Primary,MH_iv_2008,110357.9223,0.043529,1,0.996577687
Marine Hull,IV,Primary,MH_iv_1496,13000000,0.045283,1,1.500342231
Marine Hull,IV,Excess,MH_iv_1695,1722546.323,0.1,1,0.999315537
Marine Hull,IV,Primary,MH_iv_1771,3050000,0.088235,1,1.127994524
Marine Hull,IV,Primary,MH_iv_1539,6621,0.14,5,1.49486653
Marine Hull,IV,Primary,MH_iv_1539,489681,0.14,5,1.49486653
Marine Hull,IV,Primary,MH_iv_1539,2456.142857,0.14,5,1.49486653
Marine Hull,IV,Primary,MH_iv_1539,47304.42857,0.14,5,1.49486653
Marine Hull,IV,Primary,MH_iv_1539,96094.71429,0.14,5,1.49486653
Marine Hull,IV,Primary,MH_iv_1559,4159999.956,0.0449442,1,0.996577687
Marine Hull,IV,Primary,MH_iv_1671,398.1818182,0.165,14,0.999315537
Marine Hull,IV,Primary,MH_iv_1671,2216.30303,0.165,14,0.999315537
Marine Hull,IV,Primary,MH_iv_1671,311.3939394,0.165,14,0.999315537
Marine Hull,IV,Primary,MH_iv_1671,681.8181818,0.165,14,0.999315537
Marine Hull,IV,Primary,MH_iv_1671,964.4242424,0.165,14,0.999315537
Marine Hull,IV,Primary,MH_iv_1671,11519.21212,0.165,14,0.999315537
Marine Hull,IV,Primary,MH_iv_1671,150212.7273,0.165,14,0.999315537
Marine Hull,IV,Primary,MH_iv_1671,1255.393939,0.165,14,0.999315537
Marine Hull,IV,Primary,MH_iv_1671,2272.727273,0.165,14,0.999315537
Marine Hull,IV,Primary,MH_iv_1671,7456.060606,0.165,14,0.999315537
Marine Hull,IV,Primary,MH_iv_1671,511.3939394,0.165,14,0.999315537
Marine Hull,IV,Primary,MH_iv_1671,1060.606061,0.165,14,0.999315537
Marine Hull,IV,Primary,MH_iv_1671,14648.48485,0.165,14,0.999315537
Marine Hull,IV,Primary,MH_iv_1671,227.2727273,0.165,14,0.999315537
Marine Hull,IV,Primary,MH_iv_1777,439016.5333,0.075,1,0.999315537
Marine Hull,IV,Primary,MH_iv_1777,9717.394667,0.075,1,0.999315537
Marine Hull,IV,Primary,MH_iv_1795,565599.9814,0.10747,2,0.996577687
Marine Hull,IV,Primary,MH_iv_1795,8529.837164,0.10747,2,0.996577687
Marine Hull,IV,Primary,MH_iv_1828,1010000,0.24,1,0.996577687
Marine Hull,IV,Primary,MH_iv_1831,15159.92,0.125,1,0.999315537
Marine Hull,IV,Primary,MH_iv_1831,660642.3368,0.125,1,0.999315537
Marine Hull,IV,Primary,MH_iv_1966,39773.4,0.05,1,0.996577687
Marine Hull,Main,Excess,MH_main_0175,7348.374015,0.1285713,1,0.996577687
Marine Hull,Main,Excess,MH_main_1111,141551.9638,0.1285713,2,0.999315537
Marine Hull,Main,Excess,MH_main_1111,176885.8213,0.1285713,2,0.999315537
Marine Hull,Main,Excess,MH_main_1111,8256.197145,0.1285713,2,0.999315537
Marine Hull,Main,Excess,MH_main_1111,2559.980338,0.1285713,2,0.999315537
Marine Hull,Main,Excess,MH_main_1613,525688.5257,0.14999985,1,0.996577687
Marine Hull,Main,Excess,MH_main_1613,12503.34584,0.14999985,1,0.996577687
Marine Hull,Main,Excess,MH_main_1126,23710.47504,0.10714275,1,1.497604381
Marine Hull,Main,Excess,MH_main_2683,367689.7242,0.099107,3,1.500342231
Marine Hull,Main,Excess,MH_main_2683,164420.9632,0.099107,3,1.500342231
Marine Hull,Main,Excess,MH_main_2683,27044.69815,0.099107,3,1.500342231
Marine Hull,Main,Excess,MH_main_3572,6392.752,0.125,1,1.497604381
Marine Hull,Main,Excess,MH_main_3572,1137.36,0.125,1,1.497604381
Marine Hull,Main,Excess,MH_main_0197,181095.0667,0.15,3,0.996577687
Marine Hull,Main,Excess,MH_main_0197,59000,0.15,3,0.996577687
Marine Hull,Main,Excess,MH_main_0197,183096.2,0.15,3,0.996577687
Marine Hull,Main,Excess,MH_main_0638,134393.6,0.15,2,0.996577687
Marine Hull,Main,Excess,MH_main_0638,371588.7333,0.15,2,0.996577687
Marine Hull,Main,Excess,MH_main_0638,7815.516667,0.15,2,0.996577687
Marine Hull,Main,Excess,MH_main_1143,11284.94133,0.15,2,0.999315537
Marine Hull,Main,Excess,MH_main_1143,1193845.667,0.15,2,0.999315537
Marine Hull,Main,Excess,MH_main_1143,7648.934,0.15,2,0.999315537
Marine Hull,Main,Excess,MH_main_1143,87274.2,0.15,2,0.999315537
Marine Hull,Main,Excess,MH_main_2157,182216.1333,0.15,2,0.996577687
Marine Hull,Main,Excess,MH_main_2157,6766.088667,0.15,2,0.996577687
Marine Hull,Main,Excess,MH_main_2157,884145.4,0.15,2,0.996577687
Marine Hull,Main,Excess,MH_main_2713,342516.24,0.125,2,0.996577687
Marine Hull,Main,Excess,MH_main_2713,5889.856,0.125,2,0.996577687
Marine Hull,Main,Excess,MH_main_2713,548335.28,0.125,2,0.996577687
Marine Hull,Main,Excess,MH_main_2713,30665.9096,0.125,2,0.996577687
Marine Hull,Main,Excess,MH_main_3300,18160.5488,0.125,1,0.999315537
Marine Hull,Main,Excess,MH_main_3300,1332417.84,0.125,1,0.999315537
Marine Hull,Main,Excess,MH_main_3948,612763.68,0.125,1,0.996577687
Marine Hull,Main,Excess,MH_main_3948,21172.06,0.125,1,0.996577687
Marine Hull,Main,Excess,MH_main_0001,7503.864293,0.1890902,1,0.996577687
Marine Hull,Main,Excess,MH_main_0281,83180.6591,0.1400007,5,0.996577687
Marine Hull,Main,Excess,MH_main_0281,955115.3494,0.1400007,5,0.996577687
Marine Hull,Main,Excess,MH_main_0281,154323.0877,0.1400007,5,0.996577687
Marine Hull,Main,Excess,MH_main_0281,5099.9195,0.1400007,5,0.996577687
Marine Hull,Main,Excess,MH_main_0281,6863.844966,0.1400007,5,0.996577687
Marine Hull,Main,Excess,MH_main_0281,661717.6736,0.1400007,5,0.996577687
Marine Hull,Main,Excess,MH_main_0047,2148.751273,0.1375,2,0.996577687
Marine Hull,Main,Excess,MH_main_0047,92267.67273,0.1375,2,0.996577687
Marine Hull,Main,Excess,MH_main_0346,59026.45733,0.15,3,1.240246407
Marine Hull,Main,Excess,MH_main_0346,4156.498,0.15,3,1.240246407
Marine Hull,Main,Excess,MH_main_0346,57473.12933,0.15,3,1.240246407
Marine Hull,Main,Excess,MH_main_0927,154369.996,0.075,3,1.503080082
Marine Hull,Main,Excess,MH_main_0927,7484,0.075,3,1.503080082
Marine Hull,Main,Excess,MH_main_0927,1885.733333,0.075,3,1.503080082
Marine Hull,Main,Excess,MH_main_1677,8029.808,0.075,1,1.492128679
Marine Hull,Main,Excess,MH_main_0405,27747.16857,0.14,2,0.996577687
Marine Hull,Main,Excess,MH_main_0405,1464166.809,0.14,2,0.996577687
Marine Hull,Main,Excess,MH_main_0867,275000,0.0844,6,0.999315537
Marine Hull,Main,Excess,MH_main_0867,21182.80213,0.0844,6,0.999315537
Marine Hull,Main,Excess,MH_main_0867,4556.427725,0.0844,6,0.999315537
Marine Hull,Main,Excess,MH_main_0867,5000,0.0844,6,0.999315537
Marine Hull,Main,Excess,MH_main_0867,153257.109,0.0844,6,0.999315537
Marine Hull,Main,Excess,MH_main_0867,174655.1505,0.0844,6,0.999315537
Marine Hull,Main,Excess,MH_main_0867,322500,0.0844,6,0.999315537
Marine Hull,Main,Excess,MH_main_0868,636500.5506,1,1,0.999315537
Marine Hull,Main,Excess,MH_main_2977,233462.8198,0.5,1,0.999315537
Marine Hull,Main,Excess,MH_main_0545,698.2915173,0.11718,1,0.996577687
Marine Hull,Main,Excess,MH_main_1024,3362.012667,0.1069725,1,0.999315537
Marine Hull,Main,Excess,MH_main_2004,3101349.663,0.10533,1,0.996577687
Marine Hull,Main,Excess,MH_main_2004,16328.40027,0.10533,1,0.996577687
Marine Hull,Main,Excess,MH_main_2004,5444.266591,0.10533,1,0.996577687
Marine Hull,Main,Excess,MH_main_0407,243290.5209,0.074311,3,1.497604381
Marine Hull,Main,Excess,MH_main_0407,2236.628494,0.074311,3,1.497604381
Marine Hull,Main,Excess,MH_main_0407,13167.41801,0.074311,3,1.497604381
Marine Hull,Main,Excess,MH_main_0407,262545.4509,0.074311,3,1.497604381
Marine Hull,Main,Excess,MH_main_1628,4511.284375,0.064,1,0.996577687
Marine Hull,Main,Excess,MH_main_2134,1686.342653,0.05329,4,0.996577687
Marine Hull,Main,Excess,MH_main_2134,86332.84669,0.05329,4,0.996577687
Marine Hull,Main,Excess,MH_main_2134,725552.0717,0.05329,4,0.996577687
Marine Hull,Main,Excess,MH_main_2134,417956.6298,0.05329,4,0.996577687
Marine Hull,Main,Excess,MH_main_3263,272084.283,0.069975,4,1.084188912
Marine Hull,Main,Excess,MH_main_3263,47794.77099,0.069975,4,1.084188912
Marine Hull,Main,Excess,MH_main_3263,226201.5291,0.069975,4,1.084188912
Marine Hull,Main,Excess,MH_main_3263,2471.739907,0.069975,4,1.084188912
Marine Hull,Main,Excess,MH_main_3263,583889.0661,0.069975,4,1.084188912
Marine Hull,Main,Excess,MH_main_3986,917.2533368,0.07642,2,0.996577687
Marine Hull,Main,Excess,MH_main_3986,4571.226119,0.07642,2,0.996577687
Marine Hull,Main,Excess,MH_main_3986,847.291285,0.07642,2,0.996577687
Marine Hull,Main,Excess,MH_main_3986,1543.029312,0.07642,2,0.996577687
Marine Hull,Main,Excess,MH_main_4871,1645.846718,0.042027,2,0.996577687
Marine Hull,Main,Excess,MH_main_4871,147830.8397,0.042027,2,0.996577687
Marine Hull,Main,Excess,MH_main_4871,54477.90944,0.042027,2,0.996577687
Marine Hull,Main,Excess,MH_main_0396,4015387.533,0.15,1,0.996577687
Marine Hull,Main,Excess,MH_main_0396,47839.40467,0.15,1,0.996577687
Marine Hull,Main,Excess,MH_main_0396,40921.21333,0.15,1,0.996577687
Marine Hull,Main,Excess,MH_main_0722,170267.4576,0.059,2,1.497604381
Marine Hull,Main,Excess,MH_main_0722,21288.13898,0.059,2,1.497604381
Marine Hull,Main,Excess,MH_main_0722,35548.38983,0.059,2,1.497604381
Marine Hull,Main,Excess,MH_main_0722,272277.9661,0.059,2,1.497604381
Marine Hull,Main,Excess,MH_main_0203,867559.8,0.2,1,0.996577687
Marine Hull,Main,Excess,MH_main_0203,94010.9,0.2,1,0.996577687
Marine Hull,Main,Excess,MH_main_1422,52143.57143,0.07,1,1.500342231
Marine Hull,Main,Excess,MH_main_1422,17059.40857,0.07,1,1.500342231
Marine Hull,Main,Excess,MH_main_0181,8798.8,0.025,2,0.996577687
Marine Hull,Main,Excess,MH_main_0181,275768.4,0.025,2,0.996577687
Marine Hull,Main,Excess,MH_main_2777,83939.40271,0.069079,1,1.49486653
Marine Hull,Main,Excess,MH_main_3643,72748.707,0.1,3,1.503080082
Marine Hull,Main,Excess,MH_main_3643,624736.9,0.1,3,1.503080082
Marine Hull,Main,Excess,MH_main_3643,24280.214,0.1,3,1.503080082
Marine Hull,Main,Excess,MH_main_3643,327859.4,0.1,3,1.503080082
Marine Hull,Main,Excess,MH_main_3643,7262.12,0.1,3,1.503080082
Marine Hull,Main,Excess,MH_main_3643,456116.9,0.1,3,1.503080082
Marine Hull,Main,Excess,MH_main_0216,143290.7333,0.15,1,0.996577687
Marine Hull,Main,Excess,MH_main_0654,322521.2,0.15,1,0.996577687
Marine Hull,Main,Excess,MH_main_0654,26054.58867,0.15,1,0.996577687
Marine Hull,Main,Excess,MH_main_1158,149717.1609,0.0833336,1,0.999315537
Marine Hull,Main,Excess,MH_main_2175,132328.3171,0.057142857,1,0.996577687
Marine Hull,Main,Excess,MH_main_2175,1099595.178,0.057142857,1,0.996577687
Marine Hull,Main,Excess,MH_main_1155,6228.058108,0.072692,1,0.999315537
Marine Hull,Main,Excess,MH_main_2730,9138.73067,0.06208,1,0.996577687
Marine Hull,Main,Excess,MH_main_1390,6398.874881,0.077083395,1,1.497604381
Marine Hull,Main,Excess,MH_main_1390,103805.1061,0.077083395,1,1.497604381
Marine Hull,Main,Excess,MH_main_2943,54123.27654,0.077533,1,0.999315537
Marine Hull,Main,Excess,MH_main_0655,2694.858023,0.031971814,1,0.996577687
Marine Hull,Main,Excess,MH_main_0662,886337.825,0.04870125,1,0.996577687
Marine Hull,Main,Excess,MH_main_0671,8690.75402,0.047134,3,0.996577687
Marine Hull,Main,Excess,MH_main_0671,26691.56023,0.047134,3,0.996577687
Marine Hull,Main,Excess,MH_main_0671,718.5895532,0.047134,3,0.996577687
Marine Hull,Main,Excess,MH_main_0671,4965.205584,0.047134,3,0.996577687
Marine Hull,Main,Primary,MH_main_0215,114718.443,0.132576,1,0.996577687
Marine Hull,Main,Primary,MH_main_0653,33343.93329,0.132576,2,0.996577687
Marine Hull,Main,Primary,MH_main_0653,521.3847152,0.132576,2,0.996577687
Marine Hull,Main,Primary,MH_main_2172,103290.3173,0.132576,1,0.996577687
Marine Hull,Main,Primary,MH_main_2733,70564.93709,0.132576,1,0.996577687
Marine Hull,Main,Primary,MH_main_3319,15821.27006,0.132576,1,0.999315537
Marine Hull,Main,Primary,MH_main_3965,21906.59018,0.132576,4,0.996577687
Marine Hull,Main,Primary,MH_main_3965,207219.6529,0.132576,4,0.996577687
Marine Hull,Main,Primary,MH_main_3965,39828.3181,0.132576,4,0.996577687
Marine Hull,Main,Primary,MH_main_3965,15947.41808,0.132576,4,0.996577687
Marine Hull,Main,Primary,MH_main_4855,119713.4255,0.132576,2,1.188227242
Marine Hull,Main,Primary,MH_main_4855,408289.3103,0.132576,2,1.188227242
Marine Hull,Main,Excess,MH_main_0244,80405.73333,0.075,4,0.996577687
Marine Hull,Main,Excess,MH_main_0244,746738.2667,0.075,4,0.996577687
Marine Hull,Main,Excess,MH_main_0244,43559.86667,0.075,4,0.996577687
Marine Hull,Main,Excess,MH_main_0244,100211.3333,0.075,4,0.996577687
Marine Hull,Main,Excess,MH_main_0244,86890.53333,0.075,4,0.996577687
Marine Hull,Main,Excess,MH_main_0244,1368400.4,0.075,4,0.996577687
Marine Hull,Main,Excess,MH_main_0244,5973.2,0.075,4,0.996577687
Marine Hull,Main,Excess,MH_main_1658,11740.68909,0.138966,2,0.996577687
Marine Hull,Main,Excess,MH_main_1658,467916.3249,0.138966,2,0.996577687
Marine Hull,Main,Excess,MH_main_2165,96556.81754,0.137579,1,0.996577687
Marine Hull,Main,Excess,MH_main_2165,17342.64677,0.137579,1,0.996577687
Marine Hull,Main,Excess,MH_main_2165,5168976.079,0.137579,1,0.996577687
Marine Hull,Main,Excess,MH_main_2726,6439.936327,0.137579,2,0.996577687
Marine Hull,Main,Excess,MH_main_2726,498569.3311,0.137579,2,0.996577687
Marine Hull,Main,Excess,MH_main_3957,27770.85254,0.142105,3,0.996577687
Marine Hull,Main,Excess,MH_main_3957,682022.0963,0.142105,3,0.996577687
Marine Hull,Main,Excess,MH_main_3957,73126.77246,0.142105,3,0.996577687
Marine Hull,Main,Excess,MH_main_3957,134993.9833,0.142105,3,0.996577687
Marine Hull,Main,Excess,MH_main_1210,5148.660029,0.068397,1,0.999315537
Marine Hull,Main,Excess,MH_main_4972,1140223.381,0.102426,1,0.999315537
Marine Hull,Main,Excess,MH_main_1162,4897.008809,0.073449,1,0.999315537
Marine Hull,Main,Excess,MH_main_0283,6911.476602,0.11296968,9,0.996577687
Marine Hull,Main,Excess,MH_main_0283,256050.5615,0.11296968,9,0.996577687
Marine Hull,Main,Excess,MH_main_0283,669610.0423,0.11296968,9,0.996577687
Marine Hull,Main,Excess,MH_main_0283,662085.4011,0.11296968,9,0.996577687
Marine Hull,Main,Excess,MH_main_0283,114112.985,0.11296968,9,0.996577687
Marine Hull,Main,Excess,MH_main_0283,589482.7019,0.11296968,9,0.996577687
Marine Hull,Main,Excess,MH_main_0283,89197.13856,0.11296968,9,0.996577687
Marine Hull,Main,Excess,MH_main_0283,606260.9897,0.11296968,9,0.996577687
Marine Hull,Main,Excess,MH_main_0283,76613.47717,0.11296968,9,0.996577687
Marine Hull,Main,Excess,MH_main_0283,1085650.681,0.11296968,9,0.996577687
Marine Hull,Main,Excess,MH_main_0283,42611.16788,0.11296968,9,0.996577687
Marine Hull,Main,Excess,MH_main_0745,236803.5933,0.112515,3,0.996577687
Marine Hull,Main,Excess,MH_main_0745,114141.0354,0.112515,3,0.996577687
Marine Hull,Main,Excess,MH_main_0745,369874.5945,0.112515,3,0.996577687
Marine Hull,Main,Excess,MH_main_1223,17114.34031,0.112515,6,0.999315537
Marine Hull,Main,Excess,MH_main_1223,707295.2051,0.112515,6,0.999315537
Marine Hull,Main,Excess,MH_main_1223,98138.64818,0.112515,6,0.999315537
Marine Hull,Main,Excess,MH_main_1223,376681.6869,0.112515,6,0.999315537
Marine Hull,Main,Excess,MH_main_1223,2122585.923,0.112515,6,0.999315537
Marine Hull,Main,Excess,MH_main_1223,221006.9768,0.112515,6,0.999315537
Marine Hull,Main,Excess,MH_main_1744,8617.619873,0.112515,3,0.996577687
Marine Hull,Main,Excess,MH_main_1744,34197.3959,0.112515,3,0.996577687
Marine Hull,Main,Excess,MH_main_1744,568981.9135,0.112515,3,0.996577687
Marine Hull,Main,Excess,MH_main_2267,6863.584243,0.106719124,6,0.996577687
Marine Hull,Main,Excess,MH_main_2267,23395.81791,0.106719124,6,0.996577687
Marine Hull,Main,Excess,MH_main_2267,2838841.204,0.106719124,6,0.996577687
Marine Hull,Main,Excess,MH_main_2267,35941.83447,0.106719124,6,0.996577687
Marine Hull,Main,Excess,MH_main_2267,319032.1081,0.106719124,6,0.996577687
Marine Hull,Main,Excess,MH_main_2267,454423.6154,0.106719124,6,0.996577687
Marine Hull,Main,Excess,MH_main_2267,714537.1319,0.106719124,6,0.996577687
Marine Hull,Main,Excess,MH_main_2816,29509.98204,0.11255465,5,0.996577687
Marine Hull,Main,Excess,MH_main_2816,20375.23372,0.11255465,5,0.996577687
Marine Hull,Main,Excess,MH_main_2816,129258.1728,0.11255465,5,0.996577687
Marine Hull,Main,Excess,MH_main_2816,26004.16775,0.11255465,5,0.996577687
Marine Hull,Main,Excess,MH_main_2816,498638.3424,0.11255465,5,0.996577687
Marine Hull,Main,Excess,MH_main_2816,31326.64888,0.11255465,5,0.996577687
Marine Hull,Main,Excess,MH_main_3413,30481.99941,0.1038966,2,0.999315537
Marine Hull,Main,Excess,MH_main_3413,24291.81032,0.1038966,2,0.999315537
Marine Hull,Main,Excess,MH_main_4153,25061.5298,0.103896,5,0.996577687
Marine Hull,Main,Excess,MH_main_4153,40726.49091,0.103896,5,0.996577687
Marine Hull,Main,Excess,MH_main_4153,31969.19708,0.103896,5,0.996577687
Marine Hull,Main,Excess,MH_main_4153,102597.5514,0.103896,5,0.996577687
Marine Hull,Main,Excess,MH_main_4153,943603.7104,0.103896,5,0.996577687
Marine Hull,Main,Excess,MH_main_5013,152973.0538,0.103896,7,0.996577687
Marine Hull,Main,Excess,MH_main_5013,100823.151,0.103896,7,0.996577687
Marine Hull,Main,Excess,MH_main_5013,139066.4309,0.103896,7,0.996577687
Marine Hull,Main,Excess,MH_main_5013,73009.9051,0.103896,7,0.996577687
Marine Hull,Main,Excess,MH_main_5013,93869.77266,0.103896,7,0.996577687
Marine Hull,Main,Excess,MH_main_5013,817014.8389,0.103896,7,0.996577687
Marine Hull,Main,Excess,MH_main_5013,97066.1652,0.103896,7,0.996577687
Marine Hull,Main,Excess,MH_main_5013,134378.7056,0.103896,7,0.996577687
Marine Hull,Main,Excess,MH_main_0597,8231.071522,0.019085,1,0.996577687
Marine Hull,Main,Excess,MH_main_0003,348027.6273,0.060784025,1,1.492128679
Marine Hull,Main,Excess,MH_main_1025,1080522.012,0.060784,1,0.999315537
Marine Hull,Main,Excess,MH_main_2005,55683.02624,0.053241,2,0.996577687
Marine Hull,Main,Excess,MH_main_2005,60308.78458,0.053241,2,0.996577687
Marine Hull,Main,Excess,MH_main_2005,6948.609155,0.053241,2,0.996577687
Marine Hull,Main,Excess,MH_main_3123,558022.3311,0.037974,2,0.999315537
Marine Hull,Main,Excess,MH_main_3123,35127.19229,0.037974,2,0.999315537
Marine Hull,Main,Excess,MH_main_3699,1036327.487,0.037974,3,0.996577687
Marine Hull,Main,Excess,MH_main_3699,849079.3701,0.037974,3,0.996577687
Marine Hull,Main,Excess,MH_main_3699,42875.84137,0.037974,3,0.996577687
Marine Hull,Main,Excess,MH_main_3699,689790.9096,0.037974,3,0.996577687
Marine Hull,Main,Excess,MH_main_3699,32271.9782,0.037974,3,0.996577687
Marine Hull,Main,Excess,MH_main_0067,14075.1944,0.125,3,0.996577687
Marine Hull,Main,Excess,MH_main_0067,510544.32,0.125,3,0.996577687
Marine Hull,Main,Excess,MH_main_0067,1624.1416,0.125,3,0.996577687
